0.000000	-0.040839	25.446208	25.521411
1.000000E-5	-0.033658	25.525028	25.541295
0.000000	-0.016903	25.525028	25.567811
1.000000E-5	-0.014510	25.492181	25.514784
0.000000	-0.071955	25.656493	25.673925
1.000000E-5	-0.079136	25.702535	25.707103
0.000000	0.033361	25.459342	25.508157
1.000000E-5	0.026180	25.597319	25.647389
0.000000	-0.119826	25.538169	25.554552
1.000000E-5	-0.110252	25.446208	25.461776
0.000000	-0.074348	25.498750	25.481652
1.000000E-5	-0.071955	25.538169	25.587701
0.000000	-0.062381	25.413379	25.461776
1.000000E-5	-0.069561	25.636766	25.640756
0.000000	-0.069561	25.781500	25.740288
1.000000E-5	-0.059987	25.590745	25.627490
0.000000	-0.093497	25.301818	25.382302
1.000000E-5	-0.098284	25.413379	25.402166
0.000000	-0.086316	25.564455	25.547923
1.000000E-5	-0.093497	25.590745	25.607594
0.000000	0.069264	25.538169	25.541295
1.000000E-5	0.069264	25.597319	25.614226
0.000000	0.023787	25.505319	25.547923
1.000000E-5	0.016606	25.544740	25.554552
0.000000	-0.124613	25.722272	25.740288
1.000000E-5	-0.122219	25.676224	25.687195
0.000000	-0.088710	25.557883	25.620858
1.000000E-5	-0.079136	25.452775	25.468401
0.000000	-0.103071	25.544740	25.554552
1.000000E-5	-0.095890	25.525028	25.534666
0.000000	-0.088710	25.439642	25.455152
1.000000E-5	-0.093497	25.525028	25.554552
0.000000	-0.062381	25.492181	25.501530
1.000000E-5	-0.059987	25.511889	25.521411
0.000000	-0.067168	25.492181	25.534666
1.000000E-5	-0.057594	25.498750	25.501530
0.000000	-0.048020	25.459342	25.481652
1.000000E-5	-0.045626	25.597319	25.561181
0.000000	0.021393	25.590745	25.554552
1.000000E-5	0.021393	25.544740	25.574441
0.000000	-0.076742	53.033840	52.816016
1.000000E-5	-0.069561	53.083454	52.855869
0.000000	0.354096	53.113247	52.796102
1.000000E-5	0.354096	53.372237	53.085666
0.000000	0.387605	49.773712	49.523748
1.000000E-5	0.382818	49.894486	49.644977
0.000000	0.263141	45.629732	45.398442
1.000000E-5	0.270322	45.698355	45.475996
0.000000	4.049725	58.812794	58.439247
1.000000E-5	4.049725	59.004364	58.619584
0.000000	10.196342	61.489916	61.105029
1.000000E-5	10.196342	61.705575	61.272645
0.000000	11.407475	59.321705	58.948317
1.000000E-5	11.412262	59.128763	58.777980
0.000000	11.594171	55.350927	55.069647
1.000000E-5	11.603745	55.601650	55.258059
0.000000	11.661190	56.033145	55.637198
1.000000E-5	11.668371	55.811630	55.457773
0.000000	9.356209	47.345536	47.113052
1.000000E-5	9.356209	47.248260	47.015357
0.000000	1.821337	44.049490	43.878079
1.000000E-5	1.818944	44.032828	43.869700
0.000000	1.744744	48.391546	48.181715
1.000000E-5	1.739957	48.292301	48.072953
0.000000	0.153038	25.223120	25.223486
1.000000E-5	0.167399	25.078952	25.078056
0.000000	0.100380	25.137913	25.177197
1.000000E-5	0.114741	25.078952	25.078056
0.000000	0.074051	25.065852	25.084664
1.000000E-5	0.071658	25.190342	25.210259
0.000000	-0.026478	25.400250	25.382302
1.000000E-5	-0.004936	25.216564	25.216872
0.000000	0.026180	25.196897	25.223486
1.000000E-5	0.023787	25.190342	25.210259
0.000000	-0.040839	25.131360	25.157364
1.000000E-5	-0.045626	25.170679	25.190421
0.000000	-0.138974	25.216564	25.236714
1.000000E-5	-0.131793	25.151018	25.150753
0.000000	0.054903	25.210008	25.223486
1.000000E-5	0.066871	25.183787	25.183809
0.000000	-0.079136	25.190342	25.216872
1.000000E-5	-0.083923	25.229677	25.243328
0.000000	0.026180	25.229677	25.263174
1.000000E-5	0.028574	25.210008	25.230100
0.000000	-0.141368	25.144465	25.150753
1.000000E-5	-0.146155	25.144465	25.130923
0.000000	-0.071955	25.137913	25.163975
1.000000E-5	-0.076742	25.170679	25.190421
0.000000	0.064477	25.196897	25.210259
1.000000E-5	0.057296	25.137913	25.163975
