0	1.25417	26.064832	26.159117	
1.00E-05	1.263744	28.153239	28.152482	
0	1.263744	26.586952	26.646089	
1.00E-05	1.269489	26.177012	26.192413	
0	1.244596	25.755173	25.793401	
1.00E-05	1.252255	26.692955	26.712941	
0	1.240766	26.124209	26.159117	
1.00E-05	1.242681	26.236439	26.205734	
0	1.236937	26.560465	26.545876	
1.00E-05	1.227363	26.117611	26.112516	
0	1.267574	25.820999	25.866466	
1.00E-05	1.277148	26.799047	26.813286	
0	1.258	26.183613	26.145801	
1.00E-05	1.275233	26.818949	26.813286	
0	1.275233	26.6797	26.686196	
1.00E-05	1.265659	26.666446	26.666141	
0	1.200555	26.005481	26.012712	
1.00E-05	1.20247	27.137821	27.114808	
0	1.179492	26.302501	26.305684	
1.00E-05	1.177577	26.203421	26.205734	
0	1.204385	26.514126	26.565912	
1.00E-05	1.20247	26.958354	26.940506	
0	1.179492	26.428112	26.412381	
1.00E-05	1.192896	27.031439	27.054445	
0	1.294382	26.428112	26.399039	
1.00E-05	1.280978	25.959337	25.972811	
0	1.200555	26.573708	26.579272	
1.00E-05	1.215874	26.249649	26.239042	
0	1.192896	26.091219	26.112516	
1.00E-05	1.19481	25.900032	25.926274	
0	1.286722	26.289286	26.279023	
1.00E-05	1.286722	25.998888	25.99941	
0	1.290552	27.184392	27.188626	
1.00E-05	1.284808	26.295894	26.319016	
0	1.204385	26.348765	26.399039	
1.00E-05	1.210129	26.520744	26.552554	
0	1.160343	26.295894	26.299018	
1.00E-05	1.160343	26.289286	26.292353	
0	1.210129	26.249649	26.265695	
1.00E-05	1.212044	26.309109	26.299018	
0	1.217788	26.93843	26.953905	
1.00E-05	1.217788	26.309109	26.319016	
0	1.294382	26.216627	26.219056	
1.00E-05	1.302041	26.229835	26.205734	
0	1.282893	26.111012	26.139143	
1.00E-05	1.286722	26.17041	26.159117	
0	1.215874	24.549341	24.622852	
1.00E-05	1.236937	25.518458	25.528038	
0	1.292467	26.183613	26.205734	
1.00E-05	1.302041	26.216627	26.245705	
0	1.25417	25.827583	25.846535	
1.00E-05	1.259915	26.93843	26.947205	
0	1.19481	25.715693	25.733651	
1.00E-05	1.196725	26.421497	26.439069	
0	1.284808	26.097816	26.112516	
1.00E-05	1.290552	26.295894	26.305684	
0	1.256085	26.111012	26.125829	
1.00E-05	1.259915	25.998888	25.99941	
0	1.189066	26.229835	26.252368	
1.00E-05	1.19481	25.597319	25.640756	
0	1.282893	25.834168	25.893044	
1.00E-05	1.286722	27.851695	27.861807	
0	1.292467	27.537592	27.531468	
1.00E-05	1.284808	26.494271	26.525843	
0	-0.042212	26.573708	26.599313	
1.00E-05	-0.040297	25.867096	25.866466	
0	-0.023063	26.447956	26.472437	
1.00E-05	-0.019234	26.885313	26.907014	
0	0.05736	26.342155	26.339017	
1.00E-05	0.059275	26.282679	26.292353	
0	-0.007745	26.414884	26.419052	
1.00E-05	-0.002	25.834168	25.83325	
0	-0.049871	25.827583	25.87311	
1.00E-05	-0.040297	26.078025	26.07924	
0	0.017148	26.111012	26.159117	
1.00E-05	0.017148	26.276072	26.305684	
0	-0.049871	26.071428	26.10586	
1.00E-05	-0.046041	26.216627	26.219056	
0	0.065019	26.487654	26.499137	
1.00E-05	0.042041	25.584172	25.574441	
0	0.011404	25.992295	26.026015	
1.00E-05	0.013319	25.893444	25.906335	
0	0.036297	25.695957	25.687195	
1.00E-05	0.028637	25.755173	25.766842	
0	-0.030723	26.421497	26.425724	
1.00E-05	-0.028808	26.481036	26.505813	
0	0.0497	26.045045	26.072585	
1.00E-05	0.042041	26.421497	26.439069	
0	-0.023063	26.111012	26.119172	
1.00E-05	-0.030723	25.63019	25.654023	
0	0.030552	26.494271	26.512489	
